Age Group,Light Condition Desc,ACCIDENT_NO
70+,Day,32005023687
70+,Dusk/Dawn,42005031799
70+,Day,52005008355
70+,Day,32005040286
70+,Day,32005027092
70+,Day,32005014776
70+,Day,32005023721
70+,Day,32005029235
70+,Day,32005037343
70+,Day,52005043085
13-15,Dusk/Dawn,52005035642
16-17,Day,32005021252
16-17,Dark Street lights on,32005014408
22-25,Unknown,52005022826
26-29,Dark Street lights on,42005021468
26-29,Day,52005022638
40-49,Day,32005008663
50-59,Day,52005021501
70+,Day,32005004035
unknown,Dusk/Dawn,32005015726
22-25,Day,42005033721
40-49,Day,42005028016
60-64,Day,52005006418
17-21,Day,52005013385
70+,Day,42005002422
16-17,Day,32005035564
16-17,Dusk/Dawn,52005036518
17-21,Day,32005019954
17-21,Dusk/Dawn,32005033055
17-21,Day,42005005253
17-21,Dark Street lights on,42005030794
17-21,Dusk/Dawn,52005033362
17-21,Day,42005012472
17-21,Day,32005042373
17-21,Day,42005026639
17-21,Day,32005031147
17-21,Day,32005032074
17-21,Day,42005030053
17-21,Day,42005009487
17-21,Day,52005042695
17-21,Dark No street lights,52005043058
17-21,Day,32005015164
17-21,Day,32005016130
17-21,Dusk/Dawn,32005029260
17-21,Day,32005039789
17-21,Day,52005004964
22-25,Dark Street lights on,32005010341
22-25,Day,52005008994
22-25,Day,52005011348
22-25,Day,52005030711
22-25,Day,32005020116
22-25,Dusk/Dawn,42005026291
22-25,Day,42005006203
22-25,Day,42005017042
22-25,Dark No street lights,32005006963
22-25,Day,42005033258
22-25,Dusk/Dawn,32005025897
22-25,Dusk/Dawn,32005023224
26-29,Dark Street lights on,52005018523
26-29,Day,32005039745
26-29,Unknown,42005010155
26-29,Dark No street lights,42005025003
26-29,Dark Street lights on,52005011805
26-29,Day,42005009907
26-29,Day,52005038586
30-39,Dark Street lights on,42005008936
30-39,Day,32005019487
30-39,Dark Street lights on,52005009827
30-39,Dark Street lights on,42005010364
30-39,Dusk/Dawn,52005027237
30-39,Day,52005030821
30-39,Day,32005042364
30-39,Dark No street lights,32005033660
30-39,Dusk/Dawn,42005016331
30-39,Dark Street lights on,52005039047
30-39,Day,42005002452
30-39,Dark Street lights on,52005020387
30-39,Dusk/Dawn,32005035087
30-39,Day,42005009405
30-39,Dark Street lights on,42005023618
30-39,Dark Street lights on,52005026407
30-39,Dark No street lights,42005033687
30-39,Day,32005012651
30-39,Dark Street lights on,52005010384
30-39,Dark No street lights,32005009166
30-39,Dark Street lights on,32005021265
30-39,Day,42005032419
30-39,Dark Street lights unknown,42005026652
30-39,Dark Street lights on,42005015573
30-39,Day,52005018733
30-39,Day,52005030256
30-39,Dusk/Dawn,32005024918
30-39,Dark Street lights on,32005030479
30-39,Dark Street lights on,32005030074
30-39,Day,52005020667
30-39,Dusk/Dawn,52005006583
30-39,Day,52005002142
30-39,Day,52005024679
30-39,Dark Street lights on,52005003572
30-39,Dark Street lights on,42005019308
30-39,Day,32005009581
30-39,Day,32005020801
30-39,Dusk/Dawn,52005011327
30-39,Dark Street lights on,52005034397
30-39,Dark No street lights,52005003033
30-39,Dark No street lights,52005003721
30-39,Dusk/Dawn,52005037653
30-39,Dark Street lights on,32005014190
30-39,Dark No street lights,42005020031
30-39,Dark Street lights on,42005022139
30-39,Day,42005025668
30-39,Day,32005015393
30-39,Day,42005009435
30-39,Day,52005009607
30-39,Dark No street lights,52005014358
30-39,Dusk/Dawn,52005030173
30-39,Dark No street lights,42005031634
30-39,Day,32005004921
30-39,Dark No street lights,42005024948
30-39,Dusk/Dawn,32005034350
30-39,Day,42005002579
30-39,Dark No street lights,52005018542
30-39,Day,52005014813
30-39,Day,42005011117
30-39,Day,52005012593
30-39,Dark Street lights on,52005042670
30-39,Dark Street lights on,52005042838
30-39,Day,52005042038
30-39,Dark Street lights on,42005029939
30-39,Day,42005007514
30-39,Dusk/Dawn,42005022797
30-39,Day,52005003779
30-39,Day,32005032882
60-64,Dark No street lights,22005028810
60-64,Day,12005006304
60-64,Day,12005033685
60-64,Day,22005039187
64-69,Day,12005013434
64-69,Day,22005005720
64-69,Day,12005036338
70+,Day,22005006659
70+,Day,22005008810
70+,Dark Street lights on,12005003326
70+,Day,22005033218
70+,Day,12005039311
70+,Day,22005004666
70+,Day,22005026428
70+,Day,12005024805
70+,Day,22005007885
70+,Day,22005015147
70+,Day,12005013011
70+,Day,22005037571
70+,Day,22005042146
unknown,Dark Street lights on,22005011858
unknown,Dark Street lights on,22005030105
unknown,Dark Street lights on,12005017065
unknown,Day,12005030728
unknown,Day,22005014151
unknown,Day,22005037270
unknown,Day,22005007769
0-4,Day,12005025559
0-4,Day,12005027641
0-4,Day,22005041234
0-4,Dark Street lights on,22005015916
13-15,Dark No street lights,22005019254
13-15,Dark No street lights,22005018219
13-15,Day,22005003905
13-15,Dark Street lights on,22005003292
16-17,Day,22005002168
16-17,Dark No street lights,22005038561
16-17,Dark Street lights on,12005007889
17-21,Dark Street lights off,12005013242
17-21,Dark Street lights on,12005024431
17-21,Dark Street lights on,12005026178
17-21,Day,22005009307
17-21,Day,12005017263
22-25,Day,22005023599
40-49,Day,32005008060
40-49,Day,32005005749
40-49,Day,42005030795
40-49,Day,52005032253
40-49,Day,52005021506
40-49,Day,52005011512
40-49,Dark Street lights on,52005022100
40-49,Day,52005007564
40-49,Dusk/Dawn,32005011515
40-49,Dark Street lights on,42005007519
40-49,Day,42005027547
40-49,Day,32005029292
40-49,Dark Street lights on,32005022402
40-49,Dark Street lights on,42005019527
40-49,Day,52005022451
40-49,Unknown,42005023469
40-49,Dark Street lights on,42005016862
40-49,Day,52005005274
40-49,Dark Street lights on,52005020698
40-49,Dark Street lights on,52005012008
40-49,Day,32005035563
40-49,Day,32005040535
40-49,Dusk/Dawn,32005036368
40-49,Dusk/Dawn,42005010392
40-49,Dusk/Dawn,32005034891
40-49,Day,42005005457
40-49,Day,52005032098
40-49,Day,52005041167
50-59,Day,42005020380
50-59,Day,52005030698
50-59,Day,32005019990
50-59,Day,32005009154
50-59,Day,32005027949
50-59,Day,42005033668
50-59,Day,42005009901
50-59,Day,42005002423
50-59,Day,32005017063
50-59,Day,32005033019
50-59,Day,42005002434
50-59,Dark Street lights on,42005003921
50-59,Day,42005014884
50-59,Day,52005010611
50-59,Day,32005001863
26-29,Dark Street lights on,32005028620
26-29,Day,32005038068
26-29,Dark No street lights,52005011521
26-29,Day,52005006792
26-29,Day,52005008606
26-29,Day,52005008795
26-29,Day,52005040318
26-29,Dark Street lights on,52005042669
26-29,Day,52005027534
26-29,Dusk/Dawn,52005003740
26-29,Day,32005017779
26-29,Day,42005014041
26-29,Day,32005018807
26-29,Day,32005035106
26-29,Day,42005006698
26-29,Day,42005012101
26-29,Day,42005030812
26-29,Day,42005025802
26-29,Day,32005036044
26-29,Dusk/Dawn,42005021320
26-29,Day,42005011289
26-29,Day,52005022299
26-29,Day,52005009771
26-29,Day,32005042890
26-29,Day,42005008479
26-29,Day,52005030657
26-29,Day,52005010983
26-29,Dark Street lights off,32005022414
26-29,Dusk/Dawn,32005014377
26-29,Day,32005017768
26-29,Day,52005028200
30-39,Day,42005012279
30-39,Day,32005041866
30-39,Dark Street lights on,42005030058
30-39,Dark Street lights on,42005025788
30-39,Day,52005016918
30-39,Day,52005015674
30-39,Day,52005036424
30-39,Day,52005008784
30-39,Day,52005019012
30-39,Dark Street lights on,52005016027
30-39,Day,32005017210
30-39,Day,52005004963
30-39,Day,52005037431
30-39,Day,42005007396
30-39,Day,32005032249
30-39,Dark Street lights on,42005033848
30-39,Dark Street lights on,42005031393
30-39,Day,42005020729
30-39,Dusk/Dawn,52005013331
30-39,Day,52005017715
30-39,Day,32005035697
30-39,Day,52005013824
30-39,Dark Street lights on,32005028344
30-39,Day,42005029922
30-39,Day,42005023289
30-39,Day,52005002537
30-39,Day,42005007200
30-39,Dark Street lights on,42005017400
30-39,Day,52005033316
30-39,Day,52005028970
30-39,Dark Street lights on,52005026822
30-39,Dusk/Dawn,32005040532
30-39,Day,32005037584
30-39,Day,52005002305
30-39,Dark Street lights on,52005021937
30-39,Day,52005008599
30-39,Dark Street lights on,32005039826
30-39,Day,52005009244
30-39,Dusk/Dawn,32005032216
30-39,Day,32005020155
30-39,Dusk/Dawn,42005028715
30-39,Day,42005019982
30-39,Dark Street lights on,42005017605
30-39,Day,32005015548
30-39,Dark Street lights on,52005031848
30-39,Day,52005018337
30-39,Dusk/Dawn,52005009591
30-39,Day,52005030508
30-39,Day,52005027543
30-39,Day,52005038835
30-39,Day,52005007867
30-39,Dark Street lights on,42005024597
30-39,Day,52005032336
30-39,Day,32005011476
30-39,Day,32005029532
30-39,Day,32005010103
30-39,Day,42005004171
30-39,Day,52005007055
30-39,Day,52005032478
30-39,Day,42005003197
30-39,Dark Street lights on,32005022415
30-39,Day,52005009215
13-15,Dusk/Dawn,22005016555
30-39,Dark Street lights on,22005025760
70+,Dark Street lights on,22005025760
unknown,Day,12005028981
26-29,Day,22005026921
40-49,Day,22005018418
40-49,Day,22005016592
22-25,Day,22005005028
40-49,Day,22005026669
40-49,Day,22005022500
50-59,Day,22005026669
30-39,Dusk/Dawn,22005028779
0-4,Day,12005020956
17-21,Day,22005031979
26-29,Dusk/Dawn,12005024003
5-12,Dark Street lights on,12005016357
5-12,Day,22005028862
13-15,Dark Street lights on,22005011858
16-17,Dark Street lights on,22005017130
16-17,Day,22005018910
16-17,Dusk/Dawn,22005038436
17-21,Dark No street lights,22005010429
17-21,Day,22005012259
17-21,Dusk/Dawn,22005031995
17-21,Day,22005032181
17-21,Dark Street lights on,12005041997
22-25,Day,12005042830
22-25,Dark Street lights on,12005003092
22-25,Dusk/Dawn,22005037418
22-25,Day,22005006833
22-25,Dusk/Dawn,22005030103
26-29,Dark Street lights on,12005008140
26-29,Dark Street lights on,12005037435
26-29,Day,22005006833
26-29,Dark Street lights on,12005012175
26-29,Dark Street lights on,12005016542
26-29,Dark Street lights on,12005035068
26-29,Day,12005043184
26-29,Day,22005021623
26-29,Day,22005042088
26-29,Day,22005018150
26-29,Dark Street lights on,22005035138
30-39,Day,22005036096
30-39,Day,12005029000
30-39,Day,12005027570
30-39,Dark Street lights on,12005007891
30-39,Dusk/Dawn,12005003184
30-39,Dusk/Dawn,22005004647
30-39,Day,12005031480
30-39,Dark Street lights on,12005034692
40-49,Day,12005034057
40-49,Day,12005040309
40-49,Dusk/Dawn,22005035850
40-49,Dusk/Dawn,22005028779
40-49,Day,22005022351
5-12,Day,12005043123
5-12,Dusk/Dawn,22005031019
50-59,Day,32005009715
60-64,Dusk/Dawn,32005020560
70+,Dark Street lights on,42005017627
70+,Dusk/Dawn,32005024897
unknown,Day,42005019176
unknown,Day,52005009931
unknown,Dark No street lights,42005013123
0-4,Dark No street lights,52005020203
13-15,Dark Street lights on,52005037316
17-21,Dusk/Dawn,52005026840
22-25,Dusk/Dawn,32005032012
40-49,Dark Street lights on,42005011334
64-69,Dusk/Dawn,32005041360
70+,Day,42005006595
70+,Day,32005023407
unknown,Day,42005009811
unknown,Day,52005035808
0-4,Day,42005002579
13-15,Dusk/Dawn,52005036875
17-21,Dark Street lights on,52005015326
50-59,Day,52005009244
60-64,Dusk/Dawn,42005015782
5-12,Day,52005002307
unknown,Day,52005002307
26-29,Dusk/Dawn,32005018942
0-4,Day,52005005394
16-17,Dark Street lights on,32005008074
16-17,Dark Street lights on,42005028182
16-17,Dark No street lights,32005002812
16-17,Dark Street lights on,52005021142
17-21,Dusk/Dawn,32005008857
22-25,Day,32005040793
22-25,Dark Street lights on,42005009190
26-29,Day,42005029906
30-39,Day,52005040156
13-15,Day,52005017657
17-21,Day,32005029348
17-21,Day,42005024990
22-25,Day,32005021288
5-12,Day,42005030812
50-59,Dusk/Dawn,52005024662
60-64,Day,42005021322
70+,Dark Street lights on,52005006862
70+,Day,32005039809
unknown,Dark No street lights,32005024872
17-21,Day,42005002221
unknown,Dusk/Dawn,52005002651
17-21,Dusk/Dawn,52005022048
17-21,Dark Street lights on,52005023010
17-21,Dusk/Dawn,52005002651
17-21,Dark Street lights on,32005012451
22-25,Day,52005018731
22-25,Dark Street lights on,52005003071
22-25,Dark Street lights on,52005024994
26-29,Day,32005009581
60-64,Day,52005022632
unknown,Day,32005013786
17-21,Day,52005030237
70+,Day,52005018702
16-17,Dusk/Dawn,52005022048
16-17,Dark No street lights,52005028533
unknown,Day,32005013786
17-21,Dark Street lights on,32005006520
30-39,Day,42005006982
50-59,Day,52005043060
0-4,Day,42005007047
64-69,Day,42005007237
64-69,Day,42005016199
16-17,Dark No street lights,52005026538
70+,Day,32005032422
26-29,Day,42005011117
0-4,Day,52005003181
16-17,Day,42005011124
40-49,Dark Street lights on,42005011240
22-25,Day,32005033716
30-39,Dark No street lights,42005014557
70+,Dusk/Dawn,32005023420
26-29,Day,52005005394
50-59,Dark No street lights,52005010049
70+,Day,42005009919
16-17,Day,52005004057
70+,Day,32005001032
70+,Day,52005015968
40-49,Day,32005043204
60-64,Unknown,32005003770
40-49,Day,52005029079
40-49,Dark No street lights,42005017357
40-49,Dark No street lights,52005015517
17-21,Dark No street lights,32005016812
40-49,Day,22005039365
40-49,Day,12005032511
40-49,Day,22005035035
40-49,Day,12005002740
40-49,Day,22005033422
40-49,Day,12005042291
40-49,Day,12005033637
40-49,Day,12005043174
50-59,Day,22005028582
50-59,Day,12005021973
50-59,Day,22005008536
50-59,Day,22005007447
60-64,Dusk/Dawn,22005030882
70+,Day,12005017250
50-59,Day,22005034418
17-21,Day,22005015363
22-25,Dark Street lights on,22005006622
22-25,Day,22005032112
22-25,Day,22005031272
22-25,Day,22005038152
22-25,Day,12005004258
22-25,Day,12005036896
26-29,Day,22005038071
30-39,Day,22005037669
30-39,Dusk/Dawn,22005034861
30-39,Day,22005007308
30-39,Day,22005011133
30-39,Day,22005037527
30-39,Day,22005037551
40-49,Dusk/Dawn,22005039037
40-49,Day,22005034273
40-49,Day,22005033605
40-49,Day,22005011842
40-49,Day,22005034933
40-49,Dark Street lights on,12005034780
50-59,Dark Street lights on,12005030554
16-17,Dark Street lights on,22005036982
50-59,Day,12005003442
22-25,Day,22005010686
26-29,Day,12005042729
30-39,Day,12005027918
30-39,Day,22005006319
26-29,Day,12005022203
40-49,Day,12005003419
40-49,Dusk/Dawn,22005032846
50-59,Dark No street lights,22005035190
40-49,Dark Street lights on,12005028301
17-21,Day,22005034609
22-25,Dark Street lights on,12005018380
unknown,Day,12005006798
40-49,Day,12005002574
17-21,Dark Street lights on,12005026859
17-21,Day,12005005744
40-49,Dark Street lights on,12005030729
40-49,Day,12005018267
50-59,Day,22005042348
50-59,Day,22005015118
17-21,Dark Street lights on,12005003092
30-39,Dark Street lights on,22005019429
16-17,Dark Street lights on,22005027906
17-21,Day,22005028898
17-21,Day,22005042335
17-21,Dark Street lights on,22005017130
17-21,Day,12005024831
17-21,Day,12005018373
17-21,Dark Street lights on,12005020239
17-21,Dusk/Dawn,22005028779
17-21,Day,22005013266
17-21,Day,22005021015
17-21,Dark Street lights on,12005014144
17-21,Dark Street lights on,22005039505
17-21,Dark Street lights on,22005021616
17-21,Day,22005038350
17-21,Day,12005005155
22-25,Day,22005038084
22-25,Unknown,12005042611
22-25,Dusk/Dawn,22005015419
22-25,Dark Street lights on,22005024473
22-25,Dark No street lights,22005039754
22-25,Dusk/Dawn,12005032782
22-25,Day,22005040386
22-25,Dark No street lights,22005038349
22-25,Dusk/Dawn,22005008522
22-25,Dark Street lights on,12005039536
22-25,Dark Street lights on,12005035139
22-25,Dark Street lights on,22005015104
22-25,Unknown,22005040483
22-25,Dark Street lights on,12005035136
22-25,Day,12005008634
26-29,Dark Street lights on,22005033444
26-29,Dark Street lights on,12005029440
26-29,Dark No street lights,22005039360
26-29,Day,22005041561
26-29,Day,22005016639
26-29,Dark Street lights on,22005010481
26-29,Dark Street lights on,22005021811
26-29,Dark Street lights on,22005019244
26-29,Day,12005006888
26-29,Day,22005021306
26-29,Dusk/Dawn,12005033441
30-39,Dark Street lights on,12005017496
30-39,Dark Street lights on,12005010784
30-39,Dusk/Dawn,22005021813
30-39,Dark Street lights on,22005030145
30-39,Day,12005038129
30-39,Day,12005006607
30-39,Day,12005013440
30-39,Dark Street lights on,22005022697
30-39,Dark Street lights on,12005020422
30-39,Dark Street lights on,12005027085
30-39,Day,22005002633
30-39,Dark Street lights on,12005008140
30-39,Dusk/Dawn,12005021766
30-39,Dark No street lights,22005010704
30-39,Dark Street lights on,12005029493
30-39,Day,22005039297
40-49,Dark Street lights on,12005003044
40-49,Day,22005009112
40-49,Day,22005018215
40-49,Day,12005021961
40-49,Dark No street lights,22005027904
40-49,Dark Street lights on,12005024470
40-49,Day,12005010656
40-49,Dark Street lights on,12005026161
40-49,Dark Street lights on,12005037866
40-49,Dark Street lights on,22005021803
40-49,Day,22005021583
40-49,Dark Street lights on,12005021974
40-49,Day,12005027780
40-49,Dark Street lights on,12005023241
40-49,Dusk/Dawn,12005023161
40-49,Day,12005041006
40-49,Day,12005014866
40-49,Day,12005022972
40-49,Day,12005007506
40-49,Dark Street lights on,22005025875
40-49,Day,22005003905
40-49,Day,22005021991
40-49,Day,12005003881
40-49,Day,12005038868
40-49,Day,12005041845
40-49,Day,22005043004
40-49,Dark Street lights on,22005003468
40-49,Dark Street lights on,12005004993
40-49,Day,12005042276
40-49,Day,12005019879
40-49,Dark Street lights on,12005003360
40-49,Dusk/Dawn,12005014898
40-49,Day,12005032630
40-49,Day,12005016373
40-49,Dusk/Dawn,12005029883
40-49,Day,22005026926
40-49,Day,22005015679
